time_stamp	px_state	py_state	v_state	sensor_type	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yaw_rate_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010457900000	-8.71379	-5.47808	4.96931	lidar	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	3.98273	-0.317665	0.0953098	0.0861867	0.532274	0.419772
1477010457950000	-8.87036	-5.68267	5.02063	radar	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	3.96685	-0.323282	0.0952753	0.0865911	0.532314	0.419666
1477010458000000	-9.02704	-5.86063	4.98453	lidar	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	3.95068	-0.328848	0.0952944	0.0869494	0.532411	0.419521
1477010458050000	-9.16381	-6.01322	4.83231	radar	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	3.93424	-0.334362	0.0954773	0.0871418	0.532896	0.419134
1477010458100000	-9.34467	-6.09198	4.6819	lidar	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.91752	-0.339823	0.0956489	0.0870189	0.533067	0.418449
1477010458150000	-9.52065	-6.28219	4.80801	radar	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	3.90053	-0.34523	0.0958463	0.0869198	0.533029	0.417879
1477010458200000	-9.65637	-6.49817	4.83902	lidar	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	3.88327	-0.350583	0.0963209	0.0869383	0.533407	0.417627
1477010458250000	-9.88109	-6.66554	5.04145	radar	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	3.86574	-0.355881	0.09657	0.0869526	0.533028	0.417624
1477010458300000	-10.0918	-6.82995	5.05528	lidar	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	3.84795	-0.361122	0.096716	0.0869648	0.532547	0.417613
1477010458350000	-10.2729	-6.9993	5.09088	radar	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	3.82989	-0.366307	0.0969148	0.0870049	0.532048	0.417813
1477010458400000	-10.511	-7.1843	5.16648	lidar	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.81158	-0.371433	0.0969351	0.0871583	0.531412	0.418226
1477010458450000	-10.7118	-7.33263	5.14532	radar	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	3.793	-0.376501	0.0969462	0.087285	0.530773	0.418586
1477010458500000	-10.9672	-7.49547	5.21367	lidar	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.77418	-0.381509	0.0968246	0.08747	0.530005	0.419001
1477010458550000	-11.1435	-7.64664	5.06562	radar	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	3.7551	-0.386458	0.0967567	0.0876786	0.529472	0.419313
1477010458600000	-11.2904	-7.79805	4.9891	lidar	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.73578	-0.391345	0.0968882	0.0879341	0.529245	0.419847
1477010458650000	-11.4749	-7.93735	4.93789	radar	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	3.71621	-0.39617	0.097131	0.088195	0.529156	0.4204
1477010458700000	-11.6575	-8.02874	4.84503	lidar	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.6964	-0.400933	0.0975278	0.0882597	0.529127	0.420594
1477010458750000	-11.8355	-8.15714	4.67713	radar	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	3.67636	-0.405632	0.0981498	0.0883208	0.529651	0.420631
1477010458800000	-12.0563	-8.23042	4.64713	lidar	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	3.65608	-0.410268	0.0987282	0.0882342	0.5299	0.420358
1477010458850000	-12.284	-8.37007	4.95254	radar	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.63556	-0.414838	0.0992345	0.0881923	0.52945	0.420777
1477010458900000	-12.4973	-8.44168	4.89582	lidar	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	3.61482	-0.419343	0.0997797	0.0880697	0.528974	0.420866
1477010458950000	-12.6851	-8.54597	4.67935	radar	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	3.59385	-0.423782	0.100563	0.0879416	0.529013	0.420754
1477010459000000	-12.9799	-8.62158	4.78601	lidar	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.57266	-0.428154	0.10088	0.0878054	0.52856	0.420464
1477010459050000	-13.2264	-8.73395	4.92937	radar	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	3.55126	-0.432459	0.101091	0.0876692	0.527904	0.420484
1477010459100000	-13.4576	-8.77167	4.89178	lidar	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	3.52963	-0.436695	0.101287	0.087586	0.527212	0.420211
1477010459150000	-13.6486	-8.83801	4.60108	radar	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.5078	-0.440862	0.101683	0.0875615	0.527024	0.419726
1477010459200000	-13.8826	-8.94019	4.64758	lidar	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	3.48576	-0.444959	0.102063	0.0874966	0.526786	0.419436
1477010459250000	-14.1345	-9.04305	4.91658	radar	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	3.46351	-0.448987	0.102339	0.0873917	0.526123	0.419763
1477010459300000	-14.3691	-9.15266	4.94032	lidar	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	3.44106	-0.452943	0.102615	0.0872588	0.525473	0.420573
1477010459350000	-14.5772	-9.25102	4.78972	radar	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	3.41841	-0.456828	0.103041	0.0871338	0.525114	0.421546
1477010459400000	-14.8876	-9.2234	4.8787	lidar	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	3.39557	-0.46064	0.103116	0.0870882	0.524404	0.42156
1477010459450000	-15.1332	-9.31959	4.86779	radar	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.37254	-0.46438	0.103166	0.0869757	0.523736	0.421964
1477010459500000	-15.4139	-9.42507	4.9708	lidar	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	3.34932	-0.468047	0.103099	0.0868502	0.522996	0.423005
1477010459550000	-15.6299	-9.48926	4.70421	radar	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.32592	-0.47164	0.103097	0.0867405	0.522615	0.423809
1477010459600000	-15.9013	-9.55246	4.78668	lidar	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	3.30234	-0.475158	0.103019	0.0866646	0.522067	0.424898
1477010459650000	-16.1321	-9.59237	4.67008	radar	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	3.27858	-0.478601	0.102969	0.0865962	0.521693	0.425844
1477010459700000	-16.4005	-9.5559	4.72459	lidar	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	3.25465	-0.481969	0.102865	0.0864678	0.521106	0.426139
1477010459750000	-16.5917	-9.5915	4.5609	radar	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	3.23055	-0.48526	0.10289	0.0863392	0.52083	0.426598
1477010459800000	-16.9016	-9.53971	4.71676	lidar	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	3.20629	-0.488475	0.102767	0.0862883	0.520184	0.426503
1477010459850000	-17.1414	-9.62207	4.78354	radar	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	3.18186	-0.491613	0.102649	0.0861607	0.519495	0.427355
1477010459900000	-17.4223	-9.61716	4.86757	lidar	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	3.15728	-0.494673	0.1025	0.086035	0.518739	0.428132
1477010459950000	-17.6604	-9.6376	4.71577	radar	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	3.13255	-0.497655	0.102353	0.0859102	0.518084	0.428945
1477010460000000	-17.9354	-9.576	4.80327	lidar	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	3.10767	-0.500558	0.102206	0.0858202	0.51734	0.429259
1477010460050000	-18.157	-9.57297	4.62844	radar	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	3.08264	-0.503383	0.102057	0.0857188	0.516739	0.429585
1477010460100000	-18.3619	-9.60465	4.57373	lidar	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	3.05747	-0.506127	0.101938	0.085596	0.516207	0.430667
1477010460150000	-18.5824	-9.61935	4.60371	radar	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	3.03216	-0.508793	0.101853	0.0855133	0.515614	0.432508
1477010460200000	-18.8536	-9.57993	4.69534	lidar	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	3.00672	-0.511377	0.101725	0.0854161	0.514905	0.43415
1477010460250000	-19.0673	-9.56785	4.64752	radar	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	2.98115	-0.513881	0.101635	0.0853606	0.514217	0.436188
1477010460300000	-19.3444	-9.40683	4.79694	lidar	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.95546	-0.516304	0.101497	0.0852902	0.513477	0.436683
1477010460350000	-19.5569	-9.36484	4.58046	radar	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	2.92964	-0.518645	0.101387	0.0852095	0.512828	0.437096
1477010460400000	-19.838	-9.1997	4.77743	lidar	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.90371	-0.520904	0.101242	0.0855228	0.512093	0.436779
1477010460450000	-20.0652	-9.11368	4.72005	radar	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	2.87767	-0.523081	0.101099	0.0859831	0.511369	0.436412
1477010460500000	-20.2208	-9.26754	4.43582	lidar	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	2.85151	-0.525176	0.101068	0.0858786	0.510774	0.438675
1477010460550000	-20.4429	-9.25874	4.41294	radar	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	2.82525	-0.527187	0.101059	0.0859106	0.510159	0.441862
1477010460600000	-20.6905	-9.12171	4.5378	lidar	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	2.79889	-0.529115	0.101003	0.0858122	0.509449	0.443843
1477010460650000	-20.9191	-9.06889	4.4503	radar	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.77244	-0.53096	0.100943	0.0857692	0.508774	0.445943
1477010460700000	-21.1298	-8.97392	4.47616	lidar	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.74589	-0.532721	0.100914	0.0857157	0.508074	0.447926
1477010460750000	-21.3484	-8.917	4.37208	radar	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.71925	-0.534397	0.100892	0.0857694	0.50742	0.450129
1477010460800000	-21.549	-8.8729	4.3428	lidar	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.69253	-0.53599	0.100921	0.0860706	0.506747	0.453181
1477010460850000	-21.7194	-8.77566	4.07556	radar	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	2.66574	-0.537498	0.101117	0.0864242	0.506465	0.455565
1477010460900000	-21.9385	-8.65641	4.18374	lidar	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	2.63886	-0.53892	0.101284	0.0867419	0.505957	0.457666
1477010460950000	-22.1398	-8.5675	4.25137	radar	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.61191	-0.540258	0.101484	0.0872284	0.505311	0.460197
1477010461000000	-22.3986	-8.42407	4.44365	lidar	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	2.5849	-0.54151	0.101493	0.0875981	0.504618	0.462146
1477010461050000	-22.5729	-8.34206	4.26489	radar	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	2.55783	-0.542677	0.101595	0.0882641	0.503941	0.464437
1477010461100000	-22.8558	-8.02318	4.73832	lidar	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	2.53069	-0.543759	0.101487	0.0881677	0.503364	0.464442
1477010461150000	-23.0288	-7.91186	4.46246	radar	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.5035	-0.544754	0.101417	0.0881217	0.50269	0.464523
1477010461200000	-23.283	-7.68852	4.74163	lidar	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.47627	-0.545663	0.101278	0.0880019	0.502058	0.464164
1477010461250000	-23.4781	-7.54352	4.76987	radar	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	2.44898	-0.546486	0.10114	0.0878817	0.501533	0.463959
1477010461300000	-23.6539	-7.40014	4.74841	lidar	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	2.42166	-0.547223	0.101003	0.0877635	0.50108	0.463958
1477010461350000	-23.8362	-7.24797	4.68087	radar	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	2.3943	-0.547873	0.100866	0.0876498	0.500561	0.46402
1477010461400000	-23.9989	-7.17313	4.53162	lidar	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.3669	-0.548437	0.100731	0.0877173	0.500089	0.465051
1477010461450000	-24.1547	-7.01474	4.39873	radar	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.33948	-0.548915	0.100606	0.0878267	0.499447	0.465942
1477010461500000	-24.3426	-6.7122	4.72374	lidar	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.31204	-0.549305	0.10047	0.0877089	0.498964	0.465726
1477010461550000	-24.4962	-6.56528	4.53167	radar	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	2.28457	-0.549609	0.100337	0.0876015	0.498308	0.465656
1477010461600000	-24.5924	-6.43925	4.36996	lidar	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	2.25709	-0.549826	0.100265	0.0875917	0.497647	0.466164
1477010461650000	-24.7208	-6.27601	4.28235	radar	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	2.2296	-0.549957	0.100239	0.0876539	0.496983	0.466796
1477010461700000	-24.9266	-6.02585	4.55698	lidar	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.2021	-0.55	0.100116	0.087575	0.496438	0.466838
1477010461750000	-25.0467	-5.83636	4.48808	radar	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.1746	-0.549957	0.100013	0.0875064	0.495819	0.466885
1477010461800000	-25.1911	-5.65521	4.50696	lidar	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	2.1471	-0.549826	0.0998977	0.0874742	0.495313	0.467085
1477010461850000	-25.3341	-5.4805	4.48306	radar	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	2.11961	-0.549609	0.0997716	0.0875181	0.494894	0.467473
1477010461900000	-25.5006	-5.22104	4.69771	lidar	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	2.09213	-0.549305	0.0996467	0.0874399	0.494827	0.467394
1477010461950000	-25.6177	-5.06248	4.57788	radar	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	2.06467	-0.548915	0.0995225	0.0874782	0.494782	0.467696
1477010462000000	-25.7443	-4.89029	4.54084	lidar	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	2.03722	-0.548437	0.0994117	0.0876644	0.495003	0.468313
1477010462050000	-25.8543	-4.70181	4.45527	radar	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	2.0098	-0.547873	0.0993067	0.0879762	0.494991	0.468998
1477010462100000	-25.9861	-4.41985	4.68191	lidar	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	1.98241	-0.547223	0.0992539	0.0880278	0.495384	0.469017
1477010462150000	-26.0867	-4.23062	4.47825	radar	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	1.95504	-0.546486	0.0992172	0.0881953	0.494951	0.469078
1477010462200000	-26.1919	-3.89374	4.81005	lidar	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.92772	-0.545663	0.0992251	0.08809	0.494766	0.468553
1477010462250000	-26.2581	-3.68337	4.66242	radar	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	1.90044	-0.544754	0.0991966	0.0880007	0.494167	0.468057
1477010462300000	-26.2922	-3.3895	4.81411	lidar	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	1.8732	-0.543759	0.099097	0.0878956	0.493598	0.467458
1477010462350000	-26.3338	-3.16122	4.74287	radar	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.84601	-0.542677	0.0989744	0.0877894	0.492962	0.466867
1477010462400000	-26.3631	-2.91731	4.76118	lidar	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.81888	-0.54151	0.0988493	0.0876931	0.492334	0.466279
1477010462450000	-26.4114	-2.70274	4.69398	radar	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.7918	-0.540258	0.098728	0.0875836	0.491705	0.465727
1477010462500000	-26.4939	-2.57583	4.44911	lidar	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	1.76479	-0.53892	0.0986036	0.0876017	0.491188	0.465625
1477010462550000	-26.5397	-2.35008	4.45397	radar	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.73784	-0.537498	0.0984807	0.0876521	0.490682	0.465502
1477010462600000	-26.6026	-2.14795	4.42257	lidar	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.71097	-0.53599	0.098377	0.0878308	0.490404	0.465524
1477010462650000	-26.6232	-1.92214	4.41775	radar	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.68417	-0.534397	0.0982647	0.0880648	0.490058	0.465512
1477010462700000	-26.637	-1.63858	4.57872	lidar	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.65745	-0.532721	0.0981458	0.0881306	0.489852	0.46517
1477010462750000	-26.6255	-1.43253	4.47823	radar	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.63081	-0.53096	0.0980227	0.0883228	0.489268	0.464932
1477010462800000	-26.639	-1.1831	4.54633	lidar	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	1.60426	-0.529115	0.0978997	0.0884799	0.488791	0.464587
1477010462850000	-26.6599	-0.973074	4.4945	radar	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	1.57781	-0.527187	0.0977779	0.0887721	0.48828	0.464323
1477010462900000	-26.6828	-0.686464	4.66119	lidar	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	1.55145	-0.525176	0.0976704	0.0888767	0.487976	0.463828
1477010462950000	-26.6635	-0.451887	4.65892	radar	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	1.52519	-0.523081	0.0975549	0.0890058	0.487395	0.463331
1477010463000000	-26.6256	-0.106636	4.95688	lidar	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	1.49904	-0.520904	0.0974332	0.0889049	0.486859	0.462795
1477010463050000	-26.5982	0.134621	4.94988	radar	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.47299	-0.518645	0.0973127	0.0888044	0.486256	0.462251
1477010463100000	-26.5825	0.459503	5.15695	lidar	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.44706	-0.516304	0.0971921	0.08874	0.485721	0.461967
1477010463150000	-26.5588	0.707593	5.13796	radar	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.42124	-0.513881	0.0970737	0.0886896	0.485213	0.461659
1477010463200000	-26.5632	1.00071	5.23305	lidar	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	1.39555	-0.511377	0.0969941	0.0887773	0.484958	0.461586
1477010463250000	-26.5099	1.28413	5.30138	radar	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	1.36998	-0.508793	0.0969042	0.0890409	0.484737	0.461709
1477010463300000	-26.4692	1.49828	5.17302	lidar	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	1.34454	-0.506127	0.0968293	0.089205	0.484755	0.461569
1477010463350000	-26.4199	1.7069	5.05631	radar	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	1.31923	-0.503383	0.096768	0.0892719	0.484616	0.461216
1477010463400000	-26.3803	1.89138	4.88425	lidar	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	1.29407	-0.500558	0.0967548	0.0892171	0.484791	0.460703
1477010463450000	-26.3041	2.11787	4.88398	radar	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	1.26904	-0.497655	0.0967267	0.0891513	0.4845	0.46017
1477010463500000	-26.2531	2.28718	4.70311	lidar	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	1.24416	-0.494673	0.0967577	0.0890434	0.484487	0.459615
1477010463550000	-26.1814	2.50847	4.70189	radar	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	1.21942	-0.491613	0.0968153	0.0889382	0.484489	0.45906
1477010463600000	-26.1103	2.76589	4.78539	lidar	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	1.19484	-0.488475	0.0969221	0.0888334	0.484724	0.458522
1477010463650000	-26.0102	2.9837	4.8348	radar	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	1.17042	-0.48526	0.0970034	0.0887265	0.484304	0.457973
1477010463700000	-25.906	3.29733	5.06866	lidar	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.14615	-0.481969	0.0970651	0.0887446	0.483966	0.457684
1477010463750000	-25.8147	3.53351	5.09933	radar	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	1.12206	-0.478601	0.0971647	0.0888032	0.483543	0.457422
1477010463800000	-25.7169	3.71869	4.97141	lidar	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	1.09813	-0.475158	0.097301	0.0887753	0.483289	0.457028
1477010463850000	-25.5934	3.92421	4.97658	radar	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.07437	-0.47164	0.0974046	0.088726	0.482848	0.456583
1477010463900000	-25.538	4.07996	4.76253	lidar	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	1.05079	-0.468047	0.0977671	0.0886206	0.48276	0.456049
1477010463950000	-25.4085	4.27712	4.78836	radar	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	1.02738	-0.46438	0.0981027	0.0885159	0.482446	0.455509
1477010464000000	-25.2493	4.51658	4.89916	lidar	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.00417	-0.46064	0.0983079	0.0884176	0.48214	0.455043
1477010464050000	-25.0883	4.71792	4.92221	radar	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	0.981133	-0.456828	0.0984159	0.0883171	0.481789	0.45459
1477010464100000	-24.9805	4.91003	4.85637	lidar	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.958291	-0.452943	0.0986379	0.0882133	0.481664	0.454142
1477010464150000	-24.8146	5.10643	4.92399	radar	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	0.935644	-0.448987	0.0987763	0.0881093	0.481278	0.453686
1477010464200000	-24.6493	5.33816	5.0163	lidar	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.913195	-0.444959	0.0988589	0.0880251	0.480928	0.453395
1477010464250000	-24.4687	5.52526	5.12017	radar	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.890947	-0.440862	0.0988656	0.0879351	0.480365	0.453017
1477010464300000	-24.2864	5.69457	5.07634	lidar	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.868904	-0.436695	0.0988198	0.0878335	0.479813	0.452613
1477010464350000	-24.1141	5.85923	5.11178	radar	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	0.847069	-0.432459	0.0987564	0.0877328	0.479268	0.452136
1477010464400000	-23.947	6.01183	5.02511	lidar	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.825446	-0.428154	0.0986915	0.0876553	0.47871	0.451637
1477010464450000	-23.7892	6.21158	4.98203	radar	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	0.804038	-0.423782	0.0986474	0.0875609	0.478291	0.451261
1477010464500000	-23.6391	6.35836	4.87345	lidar	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.782849	-0.419343	0.098654	0.0874978	0.478031	0.450836
1477010464550000	-23.4789	6.53858	4.90637	radar	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.761882	-0.414838	0.0987064	0.0874257	0.477741	0.450446
1477010464600000	-23.2512	6.79523	5.15109	lidar	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	0.74114	-0.410268	0.0986549	0.0873458	0.477354	0.450567
1477010464650000	-23.0436	6.94689	5.17485	radar	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	0.720627	-0.405632	0.0985713	0.0872536	0.476852	0.450515
1477010464700000	-22.8382	7.1176	5.18014	lidar	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.700345	-0.400933	0.0984716	0.0871682	0.476372	0.450553
1477010464750000	-22.6124	7.27066	5.29198	radar	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.680299	-0.39617	0.0983586	0.0870785	0.475834	0.450427
1477010464800000	-22.4422	7.39075	5.14025	lidar	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.66049	-0.391345	0.098254	0.0869794	0.475303	0.450166
1477010464850000	-22.1977	7.54225	5.3684	radar	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	0.640923	-0.386458	0.0981462	0.0868807	0.474946	0.449797
1477010464900000	-22.0238	7.6843	5.26692	lidar	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	0.6216	-0.381509	0.0980352	0.0867838	0.474447	0.449451
1477010464950000	-21.8223	7.87728	5.28432	radar	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	0.602525	-0.376501	0.0979254	0.0867027	0.473908	0.449432
1477010465000000	-21.6294	8.00122	5.18684	lidar	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.583699	-0.371433	0.0978226	0.0866098	0.473388	0.449349
1477010465050000	-21.4276	8.14537	5.20599	radar	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	0.565128	-0.366307	0.0977265	0.0865223	0.472861	0.449265
1477010465100000	-21.2313	8.13916	4.90131	lidar	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	0.546812	-0.361122	0.0976481	0.0865836	0.472418	0.44877
1477010465150000	-21.0252	8.30509	4.91043	radar	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	0.528756	-0.355881	0.0975829	0.0865559	0.472118	0.448438
1477010465200000	-20.8629	8.44941	4.85089	lidar	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	0.510962	-0.350583	0.0976347	0.0864963	0.472039	0.448224
1477010465250000	-20.6018	8.58463	5.12355	radar	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	0.493433	-0.34523	0.0975953	0.08642	0.471523	0.447938
