time_stamp	px_state	py_state	v_state	sensor_type	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yaw_rate_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010450300000	14.6229	20.5572	4.9463	lidar	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	2.77244	0.529115	0.0886158	0.0984669	0.685559	0.539954
1477010450350000	14.3759	20.6431	5.00917	radar	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	2.79889	0.527187	0.0883233	0.0982293	0.683242	0.539203
1477010450400000	14.1331	20.7195	5.00932	lidar	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	2.82525	0.525176	0.0880562	0.0979879	0.680945	0.538862
1477010450450000	13.8879	20.7883	5.05286	radar	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	2.85151	0.523081	0.0878307	0.0977377	0.67873	0.537832
1477010450500000	13.6069	20.8603	5.13987	lidar	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	2.87767	0.520904	0.0878507	0.0975103	0.676621	0.537335
1477010450550000	13.3544	20.8876	5.18333	radar	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.90371	0.518645	0.0880047	0.0972032	0.67484	0.53577
1477010450600000	13.1184	20.9251	5.1208	lidar	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	2.92964	0.516304	0.0881556	0.0968856	0.672875	0.534373
1477010450650000	12.8761	20.981	5.13719	radar	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	2.95546	0.513881	0.0883431	0.0965753	0.670973	0.532978
1477010450700000	12.7073	21.0164	4.91896	lidar	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.98115	0.511377	0.0881265	0.0962643	0.668806	0.53177
1477010450750000	12.4374	21.0573	5.04464	radar	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	3.00672	0.508793	0.0880389	0.0959592	0.666772	0.530375
1477010450800000	12.194	21.1015	5.03242	lidar	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	3.03216	0.506127	0.0879646	0.0956745	0.664717	0.529415
1477010450850000	11.9471	21.1172	5.08543	radar	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	3.05747	0.503383	0.0879194	0.0953816	0.6628	0.528019
1477010450900000	11.7188	21.0886	4.98659	lidar	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	3.08264	0.500558	0.0877994	0.0951078	0.660761	0.526625
1477010450950000	11.4596	21.0721	5.06121	radar	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	3.10767	0.497655	0.0877654	0.0949141	0.658855	0.525029
1477010451000000	11.2631	21.0662	4.91187	lidar	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	3.13255	0.494673	0.0875361	0.0947675	0.65681	0.523551
1477010451050000	10.9915	21.0264	5.03627	radar	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	3.15728	0.491613	0.0874053	0.0948434	0.654895	0.521935
1477010451100000	10.8022	20.9889	4.86839	lidar	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	3.18186	0.488475	0.0871392	0.095159	0.652884	0.520351
1477010451150000	10.5283	20.9891	4.94825	radar	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	3.20629	0.48526	0.0869247	0.0953609	0.650912	0.518994
1477010451200000	10.227	21.0385	5.10401	lidar	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.23055	0.481969	0.0869822	0.0951708	0.649185	0.518557
1477010451250000	9.96656	21.0198	5.19813	radar	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	3.25465	0.478601	0.0871619	0.0949624	0.647727	0.517655
1477010451300000	9.81359	20.9768	4.92258	lidar	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	3.27858	0.475158	0.0869188	0.0948004	0.6458	0.51687
1477010451350000	9.56348	20.9643	4.94075	radar	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	3.30234	0.47164	0.0866921	0.0945644	0.643911	0.516625
1477010451400000	9.40387	20.9147	4.71557	lidar	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	3.32592	0.468047	0.0865253	0.0943505	0.642079	0.516533
1477010451450000	9.17363	20.8682	4.81375	radar	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	3.34932	0.46438	0.0864008	0.094135	0.640196	0.515693
1477010451500000	8.85169	20.8521	5.02274	lidar	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	3.37254	0.46064	0.0861617	0.093861	0.638498	0.515671
1477010451550000	8.62684	20.7696	5.0565	radar	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	3.39557	0.456828	0.0859122	0.0936171	0.636838	0.514794
1477010451600000	8.34068	20.6905	5.14804	lidar	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	3.41841	0.452943	0.0857651	0.0934095	0.63545	0.514141
1477010451650000	8.0878	20.6121	5.2444	radar	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	3.44106	0.448987	0.0856899	0.0932292	0.634327	0.513067
1477010451700000	7.86032	20.529	5.17865	lidar	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	3.46351	0.444959	0.0855821	0.0930778	0.633047	0.512187
1477010451750000	7.62327	20.4447	5.28285	radar	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.48576	0.440862	0.0854917	0.0929419	0.632	0.510871
1477010451800000	7.29758	20.3877	5.4541	lidar	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.5078	0.436695	0.086113	0.0927184	0.632021	0.509967
1477010451850000	7.03378	20.2945	5.50812	radar	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	3.52963	0.432459	0.0871134	0.0925015	0.632379	0.509017
1477010451900000	6.78913	20.2069	5.46369	lidar	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	3.55126	0.428154	0.088304	0.092269	0.63264	0.508374
1477010451950000	6.53733	20.1168	5.49407	radar	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	3.57266	0.423782	0.0898211	0.0920226	0.633123	0.507705
1477010452000000	6.32012	20.0208	5.39153	lidar	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	3.59385	0.419343	0.091196	0.0917702	0.633147	0.507347
1477010452050000	6.08224	19.9275	5.43619	radar	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.61482	0.414838	0.0927566	0.0915202	0.633365	0.506726
1477010452100000	5.84039	19.8305	5.40607	lidar	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	3.63556	0.410268	0.0945981	0.0912929	0.633633	0.506506
1477010452150000	5.57331	19.6879	5.61007	radar	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	3.65608	0.405632	0.0971925	0.0910454	0.634738	0.505402
1477010452200000	5.45943	19.5545	5.28859	lidar	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	3.67636	0.400933	0.0982133	0.0907993	0.633992	0.504381
1477010452250000	5.24124	19.4044	5.34915	radar	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	3.6964	0.39617	0.0992709	0.090572	0.633317	0.503134
1477010452300000	5.05935	19.2989	5.21419	lidar	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	3.71621	0.391345	0.0999879	0.09033	0.632309	0.50214
1477010452350000	4.86416	19.1842	5.13568	radar	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	3.73578	0.386458	0.100563	0.0901113	0.631187	0.501432
1477010452400000	4.74023	19.0346	4.92871	lidar	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	3.7551	0.381509	0.10054	0.0898839	0.6296	0.500805
1477010452450000	4.5075	18.8822	5.14451	radar	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	3.77418	0.376501	0.100687	0.0896522	0.628292	0.499673
1477010452500000	4.35511	18.7503	5.00226	lidar	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	3.793	0.371433	0.100579	0.0894463	0.626774	0.498753
1477010452550000	4.16562	18.6054	4.97473	radar	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	3.81158	0.366307	0.100438	0.0892611	0.625272	0.498003
1477010452600000	4.07642	18.4544	4.7418	lidar	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.82989	0.361122	0.100214	0.0890945	0.623675	0.497405
1477010452650000	3.86669	18.2787	5.10734	radar	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	3.84795	0.355881	0.0999666	0.0888962	0.622105	0.496122
1477010452700000	3.58627	18.1332	5.25738	lidar	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.86574	0.350583	0.0998353	0.0887478	0.621098	0.494913
1477010452750000	3.41332	17.9828	5.12227	radar	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.88327	0.34523	0.0996594	0.088665	0.619962	0.494021
1477010452800000	3.18064	17.8165	5.19304	lidar	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.90053	0.339823	0.0996811	0.0886062	0.619272	0.493296
1477010452850000	2.96287	17.6325	5.42197	radar	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.91752	0.334362	0.0999257	0.0885121	0.619095	0.492096
1477010452900000	2.81549	17.5128	5.24497	lidar	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.93424	0.328848	0.0999709	0.0887412	0.618495	0.491181
1477010452950000	2.64111	17.2966	5.43924	radar	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.95068	0.323282	0.100007	0.0887554	0.617932	0.489958
1477010453000000	2.48634	17.1038	5.36304	lidar	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.96685	0.317665	0.0999531	0.0887291	0.617136	0.488738
1477010453050000	2.30341	16.9383	5.20831	radar	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.98273	0.311998	0.0999588	0.0888183	0.616398	0.487831
1477010453100000	2.16543	16.7695	5.09715	lidar	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	3.99833	0.306282	0.0998386	0.0890451	0.615396	0.487123
1477010453150000	1.96243	16.5702	5.15793	radar	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.01365	0.300517	0.0998897	0.0892263	0.614738	0.48647
1477010453200000	1.82685	16.3426	5.1187	lidar	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.02867	0.294705	0.099816	0.0892236	0.613791	0.485702
1477010453250000	1.65212	16.1641	5.10842	radar	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	4.04341	0.288846	0.0998121	0.0893269	0.612991	0.48511
1477010453300000	1.46132	15.999	5.11068	lidar	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.05785	0.282942	0.100002	0.0896718	0.612527	0.48483
1477010453350000	1.30143	15.7641	5.36191	radar	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	4.07199	0.276993	0.10023	0.0897943	0.612107	0.483697
1477010453400000	1.14882	15.541	5.34523	lidar	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.08584	0.271	0.100467	0.0898183	0.61162	0.482576
1477010453450000	0.967038	15.3457	5.35611	radar	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	4.09939	0.264964	0.100952	0.0899083	0.611451	0.481514
1477010453500000	0.766079	15.1222	5.4286	lidar	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.11264	0.258887	0.101954	0.0899256	0.611866	0.480465
1477010453550000	0.609213	14.9404	5.3114	radar	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	4.12559	0.252769	0.103089	0.0901134	0.612241	0.479721
1477010453600000	0.551238	14.734	5.11093	lidar	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.13823	0.246611	0.103445	0.0903488	0.611478	0.479075
1477010453650000	0.414873	14.4879	5.32489	radar	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	4.15056	0.240414	0.103786	0.0903999	0.610672	0.477959
1477010453700000	0.256425	14.2614	5.34354	lidar	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.16258	0.234179	0.104302	0.0904065	0.610051	0.476857
1477010453750000	0.0981452	14.0033	5.62001	radar	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	4.17429	0.227907	0.105034	0.0902693	0.609608	0.476075
1477010453800000	0.140408	13.7582	5.34239	lidar	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.18568	0.221599	0.104822	0.0900826	0.608203	0.475235
1477010453850000	0.0157517	13.5115	5.46491	radar	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	4.19676	0.215255	0.104606	0.0898764	0.606814	0.474727
1477010453900000	-0.142673	13.2726	5.50211	lidar	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	4.20752	0.208879	0.104465	0.0896733	0.605538	0.474124
1477010453950000	-0.278724	13.0533	5.37509	radar	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	4.21797	0.202468	0.104366	0.0894696	0.604361	0.473131
1477010454000000	-0.236626	12.8422	5.10305	lidar	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	4.22809	0.196027	0.10428	0.089271	0.603144	0.472071
1477010454050000	-0.374087	12.6129	5.06077	radar	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	4.23789	0.189554	0.104135	0.0890733	0.601806	0.471026
1477010454100000	-0.483844	12.3832	5.0613	lidar	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	4.24737	0.183051	0.104011	0.0888769	0.600464	0.470001
1477010454150000	-0.623884	12.1699	5.09105	radar	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	4.25652	0.176519	0.103824	0.0887002	0.599139	0.469008
1477010454200000	-0.67986	11.9615	4.98157	lidar	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	4.26535	0.169959	0.103819	0.0885739	0.597819	0.468104
1477010454250000	-0.826529	11.7251	5.09693	radar	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	4.27385	0.163373	0.103683	0.0884403	0.596519	0.467129
1477010454300000	-1.02865	11.4767	5.25241	lidar	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.28201	0.156761	0.10347	0.0882773	0.595681	0.466134
1477010454350000	-1.13691	11.2481	5.14669	radar	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	4.28985	0.150124	0.10326	0.0881284	0.594845	0.465308
1477010454400000	-1.30909	11.0226	5.21952	lidar	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.29736	0.143463	0.103227	0.0880058	0.594555	0.464505
1477010454450000	-1.41225	10.7686	5.41566	radar	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	4.30453	0.136779	0.103193	0.0878466	0.59399	0.463508
1477010454500000	-1.52582	10.5116	5.42656	lidar	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.31137	0.130074	0.10321	0.0876634	0.593433	0.462524
1477010454550000	-1.63769	10.2399	5.57273	radar	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	4.31787	0.123349	0.103281	0.0874805	0.592802	0.461797
1477010454600000	-1.69915	10.0356	5.41032	lidar	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.32404	0.116604	0.103196	0.0873016	0.591825	0.460878
1477010454650000	-1.78888	9.80475	5.32648	radar	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	4.32987	0.10984	0.103087	0.0871346	0.590796	0.459901
1477010454700000	-1.83395	9.59459	5.18224	lidar	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.33536	0.10306	0.102878	0.087034	0.589575	0.458932
1477010454750000	-1.96315	9.33192	5.38163	radar	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	4.34052	0.0962627	0.102726	0.0868839	0.588436	0.458047
1477010454800000	-2.03596	9.0353	5.42586	lidar	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.34533	0.0894504	0.102536	0.0867076	0.587245	0.457277
1477010454850000	-2.11477	8.8146	5.27178	radar	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	4.3498	0.0826241	0.102331	0.0865257	0.586049	0.456325
1477010454900000	-2.20145	8.56637	5.26341	lidar	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	4.35393	0.0757847	0.102123	0.0863445	0.584853	0.455377
1477010454950000	-2.34404	8.30107	5.39571	radar	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.35772	0.0689333	0.102008	0.0861771	0.583828	0.4545
1477010455000000	-2.36493	8.08168	5.23049	lidar	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	4.36117	0.062071	0.101796	0.0859981	0.582617	0.45356
1477010455050000	-2.412	7.87557	5.11438	radar	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.36427	0.0551989	0.10162	0.0858576	0.581444	0.452635
1477010455100000	-2.53031	7.62253	5.1814	lidar	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	4.36703	0.0483182	0.101414	0.0857034	0.580247	0.451705
1477010455150000	-2.69591	7.37982	5.19249	radar	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.36945	0.0414297	0.101295	0.0855531	0.579346	0.450841
1477010455200000	-2.80264	7.12659	5.22676	lidar	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	4.37152	0.0345348	0.101238	0.0853923	0.578506	0.449958
1477010455250000	-2.85877	6.89363	5.24965	radar	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	4.37325	0.0276344	0.101094	0.0852499	0.577387	0.449043
1477010455300000	-2.87545	6.70383	5.03143	lidar	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	4.37463	0.0207296	0.100893	0.085277	0.576242	0.448232
1477010455350000	-2.91423	6.4941	4.82928	radar	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.37567	0.0138215	0.100764	0.0854879	0.575159	0.447848
1477010455400000	-2.96877	6.26481	4.79715	lidar	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	4.37636	0.00691132	0.100733	0.0857987	0.57416	0.447508
1477010455450000	-3.10022	6.005	5.01046	radar	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.3767	-1.76894e-16	0.100575	0.0860152	0.573042	0.446738
1477010455500000	-3.19659	5.72047	5.12925	lidar	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	4.3767	-0.00691132	0.1004	0.0860316	0.571905	0.445864
1477010455550000	-3.3037	5.4697	5.1086	radar	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	4.37636	-0.0138215	0.100205	0.0860265	0.570797	0.445053
1477010455600000	-3.41224	5.20207	5.19802	lidar	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	4.37567	-0.0207296	0.100008	0.0859463	0.569738	0.444186
1477010455650000	-3.47819	4.9557	5.22371	radar	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	4.37463	-0.0276344	0.0998142	0.0858636	0.568616	0.443313
1477010455700000	-3.60929	4.65975	5.4049	lidar	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	4.37325	-0.0345348	0.0996394	0.0856977	0.567555	0.442578
1477010455750000	-3.71294	4.40444	5.36656	radar	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	4.37152	-0.0414297	0.0994931	0.0855302	0.566634	0.44175
1477010455800000	-3.86219	4.118	5.53886	lidar	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.36945	-0.0483182	0.0995439	0.0854022	0.565984	0.441117
1477010455850000	-3.93617	3.8823	5.48283	radar	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	4.36703	-0.0551989	0.0995384	0.0852601	0.564983	0.440522
1477010455900000	-3.99302	3.66446	5.3215	lidar	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	4.36427	-0.062071	0.0994324	0.0850961	0.5639	0.439731
1477010455950000	-4.07521	3.47932	5.11411	radar	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.36117	-0.0689333	0.0993104	0.0849963	0.562833	0.43894
1477010456000000	-4.16604	3.23685	5.12127	lidar	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	4.35772	-0.0757847	0.0991918	0.0849	0.561763	0.438139
1477010456050000	-4.28359	2.97598	5.20626	radar	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	4.35393	-0.0826241	0.099151	0.0847683	0.560777	0.437312
1477010456100000	-4.38066	2.69187	5.31629	lidar	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	4.3498	-0.0894504	0.0991297	0.0846074	0.559784	0.436506
1477010456150000	-4.46583	2.44446	5.30055	radar	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	4.34533	-0.0962627	0.0990832	0.084449	0.55873	0.435726
1477010456200000	-4.57397	2.16844	5.39931	lidar	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	4.34052	-0.10306	0.0990884	0.0843321	0.557684	0.43509
1477010456250000	-4.67443	1.9468	5.32874	radar	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.33536	-0.10984	0.0991156	0.0841862	0.556798	0.43429
1477010456300000	-4.79985	1.65669	5.48495	lidar	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	4.32987	-0.116604	0.0992762	0.0841481	0.555942	0.433704
1477010456350000	-4.92129	1.40601	5.51158	radar	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	4.32404	-0.123349	0.0995683	0.084147	0.5552	0.433129
1477010456400000	-4.97281	1.19508	5.30992	lidar	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.31787	-0.130074	0.099618	0.0840584	0.554243	0.43235
1477010456450000	-5.0638	0.996561	5.15257	radar	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	4.31137	-0.136779	0.0996301	0.0839077	0.553224	0.431558
1477010456500000	-5.11697	0.779917	5.03253	lidar	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	4.30453	-0.143463	0.0995006	0.0837536	0.55222	0.430824
1477010456550000	-5.21987	0.453192	5.33729	radar	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	4.29736	-0.150124	0.0993709	0.0837533	0.551205	0.430185
1477010456600000	-5.29137	0.220292	5.26294	lidar	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	4.28985	-0.156761	0.0991961	0.0837413	0.550234	0.429493
1477010456650000	-5.40003	-0.0707355	5.35933	radar	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	4.28201	-0.163373	0.0990237	0.0839924	0.549452	0.429142
1477010456700000	-5.46466	-0.29409	5.25295	lidar	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	4.27385	-0.169959	0.0988526	0.0841794	0.548842	0.428612
1477010456750000	-5.58214	-0.456138	5.08729	radar	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.26535	-0.176519	0.0986777	0.08409	0.548004	0.427837
1477010456800000	-5.71615	-0.618803	4.93124	lidar	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	4.25652	-0.183051	0.0985001	0.0839431	0.547104	0.427185
1477010456850000	-5.83243	-0.845845	5.08921	radar	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.24737	-0.189554	0.0983239	0.0837999	0.546125	0.426453
1477010456900000	-5.93231	-1.12903	5.21815	lidar	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	4.23789	-0.196027	0.098149	0.0836748	0.545157	0.425735
1477010456950000	-6.02054	-1.41053	5.31199	radar	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	4.22809	-0.202468	0.0980018	0.0836883	0.544288	0.425288
1477010457000000	-6.161	-1.60598	5.22198	lidar	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	4.21797	-0.208879	0.0978345	0.0836054	0.543387	0.424643
1477010457050000	-6.3026	-1.85563	5.46247	radar	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.20752	-0.215255	0.0976609	0.0835918	0.542455	0.424303
1477010457100000	-6.41376	-2.11211	5.48432	lidar	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	4.19676	-0.221599	0.0974927	0.083709	0.541496	0.424194
1477010457150000	-6.5662	-2.30313	5.33151	radar	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.18568	-0.227907	0.0973223	0.0836973	0.540544	0.423694
1477010457200000	-6.71691	-2.50531	5.28022	lidar	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	4.17429	-0.234179	0.0971669	0.0836296	0.539595	0.423089
1477010457250000	-6.87325	-2.71831	5.29982	radar	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	4.16258	-0.240414	0.0970474	0.0835468	0.538655	0.422488
1477010457300000	-6.96028	-3.00402	5.38497	lidar	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	4.15056	-0.246611	0.0968786	0.0837175	0.537781	0.422381
1477010457350000	-7.08715	-3.23029	5.31713	radar	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	4.13823	-0.252769	0.096711	0.0839423	0.537034	0.422233
1477010457400000	-7.20935	-3.41129	5.2027	lidar	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	4.12559	-0.258887	0.0965539	0.0840064	0.536342	0.421809
1477010457450000	-7.35178	-3.67648	5.32034	radar	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.11264	-0.264964	0.096398	0.0843481	0.535686	0.421837
1477010457500000	-7.51362	-3.78437	5.0963	lidar	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.09939	-0.271	0.0962335	0.0842585	0.534901	0.42118
1477010457550000	-7.65734	-3.99928	5.18312	radar	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	4.08584	-0.276993	0.0960714	0.0841858	0.534069	0.420645
1477010457600000	-7.80914	-4.23439	5.22628	lidar	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	4.07199	-0.282942	0.0959098	0.0842028	0.533293	0.420302
1477010457650000	-7.95641	-4.46277	5.25612	radar	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	4.05785	-0.288846	0.0957524	0.084323	0.53258	0.420164
1477010457700000	-8.11602	-4.70747	5.31562	lidar	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	4.04341	-0.294705	0.0955939	0.0846821	0.531927	0.420393
1477010457750000	-8.25171	-4.9112	5.11714	radar	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	4.02867	-0.300517	0.0954584	0.0850722	0.531784	0.420309
1477010457800000	-8.37845	-5.1258	5.10568	lidar	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	4.01365	-0.306282	0.0953932	0.0855864	0.531887	0.420394
1477010457850000	-8.52475	-5.28656	4.95105	radar	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.99833	-0.311998	0.0953821	0.0858846	0.532201	0.420086
